title_id	ordering	name_id	job_category	job
tt0004287	10	nm0390676	actress	\N
tt0004287	1	nm0704334	actor	\N
tt0004287	2	nm0755545	actress	\N
tt0004287	3	nm0790360	actor	\N
tt0004287	4	nm0848226	actress	\N
tt0004287	5	nm0066734	director	\N
tt0004287	6	nm0502090	writer	story
tt0004287	7	nm0113224	actor	\N
tt0004287	8	nm0076673	actress	\N
tt0004287	9	nm0106151	actor	\N
tt0004307	10	nm0166730	actor	\N
tt0004307	1	nm0679043	actor	\N
tt0004307	2	nm0058184	actress	\N
tt0004307	3	nm0712660	actor	\N
tt0004307	4	nm0354282	actress	\N
tt0004307	5	nm0098376	director	\N
tt0004307	6	nm0518711	writer	novel
tt0004307	7	nm0384276	cinematographer	\N
tt0004307	8	nm0412249	actress	\N
tt0004307	9	nm0583645	actor	\N
tt0005005	1	nm0192062	actress	\N
tt0005005	2	nm0285643	actor	\N
tt0005005	3	nm0689737	actor	\N
tt0005005	4	nm0776747	actor	\N
tt0005005	5	nm0396416	writer	story
tt0005005	6	nm0410008	cinematographer	\N
tt0005005	7	nm0005874	cinematographer	\N
tt0005005	8	nm0822488	cinematographer	\N
tt0006548	10	nm0445920	actor	\N
tt0006548	1	nm0000122	actor	\N
tt0006548	2	nm0701012	actress	\N
tt0006548	3	nm0132444	actor	\N
tt0006548	4	nm0042317	actor	\N
tt0006548	5	nm0117018	writer	\N
tt0006548	6	nm1176713	writer	\N
tt0006548	7	nm0074788	actor	\N
tt0006548	8	nm0116974	actress	\N
tt0006548	9	nm0171035	actor	\N
tt0007858	10	nm0588336	actress	\N
tt0007858	1	nm0330373	actress	\N
tt0007858	2	nm0798130	actor	\N
tt0007858	3	nm0177527	actor	\N
tt0007858	4	nm0534255	actor	\N
tt0007858	5	nm0002179	director	\N
tt0007858	6	nm0500743	writer	\N
tt0007858	7	nm0368933	cinematographer	\N
tt0007858	8	nm0801029	actress	\N
tt0007858	9	nm0426718	actress	\N
tt0010108	10	nm0511104	archive_footage	\N
tt0010108	1	nm0848226	archive_footage	\N
tt0010108	2	nm0551222	archive_footage	\N
tt0010108	3	nm0656425	archive_footage	\N
tt0010108	4	nm0830769	archive_footage	\N
tt0010108	5	nm0000428	director	\N
tt0010108	6	nm0005658	cinematographer	\N
tt0010108	7	nm0654262	archive_footage	\N
tt0010108	8	nm0640421	archive_footage	\N
tt0010108	9	nm0797094	archive_footage	\N
tt0010306	1	nm0156311	director	\N
tt0010946	1	nm0100474	actor	\N
tt0010946	2	nm0100477	actress	\N
tt0010946	3	nm1472663	actor	\N
tt0010946	4	nm0404794	actor	\N
tt0010946	5	nm0294276	director	\N
tt0010946	6	nm0481193	actor	\N
tt0011231	10	nm0532996	actor	\N
tt0011231	1	nm0842239	actress	\N
tt0011231	2	nm0057400	actor	\N
tt0011231	3	nm0420232	actor	\N
tt0011231	4	nm0268422	actress	\N
tt0011231	5	nm0861336	director	\N
tt0011231	6	nm0094900	writer	novel
tt0011231	7	nm0950150	writer	scenario
tt0011231	8	nm0359002	producer	producer
tt0011231	9	nm0442108	cinematographer	\N
tt0012432	10	nm0247083	actor	\N
tt0012432	1	nm0562866	actor	\N
tt0012432	2	nm0222902	actress	\N
tt0012432	3	nm0149974	actor	\N
tt0012432	4	nm0496774	actress	\N
tt0012432	5	nm0861336	director	\N
tt0012432	6	nm0102167	writer	story
tt0012432	7	nm0399203	writer	scenario
tt0012432	8	nm0276862	cinematographer	\N
tt0012432	9	nm0487007	actor	\N
tt0012466	10	nm0330763	actress	\N
tt0012466	1	nm0292810	actress	\N
tt0012466	2	nm0829795	actor	\N
tt0012466	3	nm0454695	actor	\N
tt0012466	4	nm0165661	actor	\N
tt0012466	5	nm0454771	director	\N
tt0012466	6	nm0054045	writer	novel
tt0012466	7	nm0222354	cinematographer	\N
tt0012466	8	nm0932253	actor	\N
tt0012466	9	nm1530337	actress	\N
tt0012468	10	nm0413164	cinematographer	\N
tt0012468	1	nm0635667	actress	\N
tt0012468	2	nm0629589	actor	\N
tt0012468	3	nm0230188	actress	\N
tt0012468	4	nm0352443	actor	\N
tt0012468	5	nm0428059	director	\N
tt0012468	6	nm0340599	writer	titles
tt0012468	7	nm0402559	writer	scenario
tt0012468	8	nm0784407	writer	story
tt0012468	9	nm0832974	writer	scenario
tt0012734	10	nm0534259	actor	\N
tt0012734	1	nm0316995	actor	\N
tt0012734	2	nm0540485	actress	\N
tt0012734	3	nm0247483	actor	\N
tt0012734	4	nm0141650	actor	\N
tt0012734	5	nm0000406	director	\N
tt0012734	6	nm0401429	writer	scenario
tt0012734	7	nm0722425	writer	story
tt0012734	8	nm0589489	cinematographer	\N
tt0012734	9	nm0116227	actress	\N
tt0016615	10	nm0005898	cinematographer	\N
tt0016615	1	nm0052217	actor	\N
tt0016615	2	nm0103096	actress	\N
tt0016615	3	nm0939693	actor	\N
tt0016615	4	nm0447043	actor	\N
tt0016615	5	nm0341486	director	\N
tt0016615	6	nm0394524	writer	story
tt0016615	7	nm0332531	writer	story
tt0016615	8	nm0160325	writer	titles
tt0016615	9	nm0715969	cinematographer	\N
tt0017242	10	nm0800890	actor	\N
tt0017242	1	nm0602914	actress	\N
tt0017242	2	nm0001935	actor	\N
tt0017242	3	nm0237571	actress	\N
tt0017242	4	nm0248890	actress	\N
tt0017242	5	nm0245385	director	\N
tt0017242	6	nm0063492	writer	novel
tt0017242	7	nm0306731	writer	adaptation
tt0017242	8	nm0357929	writer	titles
tt0017242	9	nm0002146	cinematographer	\N
tt0018520	10	nm0170124	actor	\N
tt0018520	1	nm1597068	actress	\N
tt0018520	2	nm0736017	actress	\N
tt0018520	3	nm0010329	actor	\N
tt0018520	4	nm0273342	actress	\N
tt0018520	5	nm0935806	director	\N
tt0018520	6	nm0307321	writer	screenplay
tt0018520	7	nm0685039	cinematographer	\N
tt0018520	8	nm0307322	actress	\N
tt0018520	9	nm0334604	actor	\N
tt0018811	10	nm0499548	actor	\N
tt0018811	1	nm0371040	actress	\N
tt0018811	2	nm0635203	actor	\N
tt0018811	3	nm0561857	actress	\N
tt0018811	4	nm0804006	actor	\N
tt0018811	5	nm0492742	director	\N
tt0018811	6	nm0400912	writer	writer
tt0018811	7	nm0073595	actor	\N
tt0018811	8	nm0666201	actress	\N
tt0018811	9	nm0207070	actor	\N
tt0018994	10	nm0005832	cinematographer	\N
tt0018994	1	nm0002154	actor	\N
tt0018994	2	nm0827469	actress	\N
tt0018994	3	nm0753567	actor	\N
tt0018994	4	nm1587034	actor	\N
tt0018994	5	nm0927467	director	\N
tt0018994	6	nm0927468	writer	manuscript
tt0018994	7	nm0271481	producer	producer
tt0018994	8	nm0813925	producer	producer
tt0018994	9	nm0393026	composer	\N
tt0019773	10	nm0811033	writer	adaptation
tt0019773	1	nm0219666	actor	\N
tt0019773	2	nm0367891	actress	\N
tt0019773	3	nm0363227	actor	\N
tt0019773	4	nm0514707	actor	\N
tt0019773	5	nm0376221	director	\N
tt0019773	6	nm0218626	writer	titles
tt0019773	7	nm0499628	writer	adaptation
tt0019773	8	nm0711657	writer	story
tt0019773	9	nm0807667	writer	titles
tt0020768	10	nm0385012	writer	titles
tt0020768	1	nm0268190	actor	\N
tt0020768	2	nm0242041	actress	\N
tt0020768	3	nm0868456	actor	\N
tt0020768	4	nm0948796	actress	\N
tt0020768	5	nm0003638	director	\N
tt0020768	6	nm0504443	writer	play
tt0020768	7	nm0896826	writer	adaptation
tt0020768	8	nm0651000	writer	adaptation
tt0020768	9	nm0129721	writer	titles
tt0021137	10	nm0149484	actress	\N
tt0021137	1	nm0804006	actor	\N
tt0021137	2	nm0384202	actress	\N
tt0021137	3	nm0087404	actress	\N
tt0021137	4	nm0783041	actor	\N
tt0021137	5	nm0878338	director	\N
tt0021137	6	nm0446403	writer	play
tt0021137	7	nm0542534	writer	adaptation
tt0021137	8	nm0228706	writer	scenario
tt0021137	9	nm0005887	cinematographer	\N
tt0021778	1	nm0001076	actress	\N
tt0021778	2	nm0249893	actor	\N
tt0021778	3	nm0883199	actor	\N
tt0021778	4	nm0049055	actor	\N
tt0021778	5	nm0064600	director	\N
tt0021778	6	nm0746168	writer	story
tt0021778	7	nm0003546	cinematographer	\N
tt0021778	8	nm0387000	editor	film editor
tt0022353	10	nm0005641	cinematographer	\N
tt0022353	1	nm0639563	actor	\N
tt0022353	2	nm0504374	actress	\N
tt0022353	3	nm0548056	actress	\N
tt0022353	4	nm0446943	actor	\N
tt0022353	5	nm0000406	director	\N
tt0022353	6	nm0629580	writer	screenplay
tt0022353	7	nm0662016	writer	story
tt0022353	8	nm0171874	writer	dialogue
tt0022353	9	nm0298832	writer	dialogue
tt0022816	10	nm0146905	actor	\N
tt0022816	1	nm0484748	actress	\N
tt0022816	2	nm0572142	actor	\N
tt0022816	3	nm0456628	actor	\N
tt0022816	4	nm0604960	actor	\N
tt0022816	5	nm0853130	director	\N
tt0022816	6	nm0058939	writer	novel
tt0022816	7	nm0093397	writer	\N
tt0022816	8	nm0005823	cinematographer	\N
tt0022816	9	nm0776838	editor	\N
tt0023071	10	nm1244305	editor	\N
tt0023071	1	nm0094106	actor	\N
tt0023071	2	nm0326725	actor	\N
tt0023071	3	nm0326536	actress	\N
tt0023071	4	nm0331178	actor	\N
tt0023071	5	nm0235590	director	\N
tt0023071	6	nm0527912	composer	\N
tt0023071	7	nm0577141	composer	\N
tt0023071	8	nm0218837	cinematographer	\N
tt0023071	9	nm0947331	cinematographer	\N
tt0023209	10	nm0002228	cinematographer	\N
tt0023209	1	nm0007220	actor	\N
tt0023209	2	nm0000802	actress	\N
tt0023209	3	nm0356568	actor	\N
tt0023209	4	nm0408433	actor	\N
tt0023209	5	nm0002179	director	\N
tt0023209	6	nm0919380	writer	by
tt0023209	7	nm0828574	writer	adaptation
tt0023209	8	nm0919543	writer	additional dialogue
tt0023209	9	nm0495461	producer	producer
tt0023685	10	nm0061640	editor	film editor
tt0023685	1	nm0429923	actress	\N
tt0023685	2	nm0832011	actor	\N
tt0023685	3	nm0358076	actor	\N
tt0023685	4	nm0242562	actress	\N
tt0023685	5	nm0281808	director	\N
tt0023685	6	nm0536941	writer	adapted by
tt0023685	7	nm0801737	writer	from the novel by
tt0023685	8	nm0002197	composer	\N
tt0023685	9	nm0055604	cinematographer	\N
tt0024061	10	nm0652392	producer	producer
tt0024061	1	nm1808005	actor	\N
tt0024061	2	nm2273428	actor	\N
tt0024061	3	nm2282717	actress	\N
tt0024061	4	nm1364689	actress	\N
tt0024061	5	nm0921195	director	\N
tt0024061	6	nm0105734	writer	writer
tt0024061	7	nm0530731	writer	writer
tt0024061	8	nm0773309	writer	idea
tt0024061	9	nm2353179	producer	producer
tt0024099	10	nm0005804	cinematographer	\N
tt0024099	1	nm0880569	actress	\N
tt0024099	2	nm0405977	actor	\N
tt0024099	3	nm0004464	actor	\N
tt0024099	4	nm0836724	actor	\N
tt0024099	5	nm0091380	director	\N
tt0024099	6	nm0212448	writer	screenplay
tt0024099	7	nm1577520	writer	screenplay
tt0024099	8	nm0857004	writer	\N
tt0024099	9	nm0478186	composer	\N
tt0024613	1	nm0173416	actor	\N
tt0024613	2	nm0000370	actor	\N
tt0024613	3	nm0307732	actress	\N
tt0024613	4	nm0319013	director	\N
tt0024613	5	nm0362041	writer	story
tt0024674	10	nm0001935	actor	\N
tt0024674	1	nm0000068	actor	\N
tt0024674	2	nm0707803	actress	\N
tt0024674	3	nm0479011	actor	\N
tt0024674	4	nm0185568	actor	\N
tt0024674	5	nm0368871	director	\N
tt0024674	6	nm0340719	writer	story
tt0024674	7	nm0192325	writer	screenplay
tt0024674	8	nm0005843	cinematographer	\N
tt0024674	9	nm0533692	actor	\N
tt0024744	1	nm0411208	actor	\N
tt0024744	2	nm1114715	actor	\N
tt0024744	3	nm0363414	producer	producer
tt0024744	4	nm0550363	composer	\N
tt0025007	10	nm0063915	actor	\N
tt0025007	1	nm0153713	actor	\N
tt0025007	2	nm0532939	actress	\N
tt0025007	3	nm0317970	actor	\N
tt0025007	4	nm0100843	actor	\N
tt0025007	5	nm0242554	director	\N
tt0025007	6	nm0730018	producer	producer
tt0025007	7	nm0179290	cinematographer	\N
tt0025007	8	nm0855583	editor	\N
tt0025007	9	nm0568757	actor	\N
tt0025336	10	nm0902025	editor	\N
tt0025336	1	nm0209142	actor	\N
tt0025336	2	nm0902746	actress	\N
tt0025336	3	nm0546248	actress	\N
tt0025336	4	nm0002379	actor	\N
tt0025336	5	nm0879802	director	\N
tt0025336	6	nm0436431	writer	comedy of the same name
tt0025336	7	nm0579951	writer	\N
tt0025336	8	nm0006194	composer	\N
tt0025336	9	nm0005650	cinematographer	\N
tt0025591	1	nm0491048	actor	\N
tt0025591	2	nm0001316	actor	\N
tt0025591	3	nm0123994	actress	\N
tt0025591	4	nm0059374	actor	\N
tt0025591	5	nm0294137	director	\N
tt0025591	6	nm0515921	cinematographer	\N
tt0025591	7	nm0429842	editor	\N
tt0026005	10	nm0682744	editor	\N
tt0026005	1	nm0356568	actor	\N
tt0026005	2	nm0209323	actress	\N
tt0026005	3	nm0285922	actor	\N
tt0026005	4	nm0446580	actress	\N
tt0026005	5	nm0524995	director	\N
tt0026005	6	nm0405081	writer	screenplay
tt0026005	7	nm0820700	writer	story
tt0026005	8	nm0480130	producer	producer
tt0026005	9	nm0884252	cinematographer	\N
tt0027155	10	nm0442664	actress	\N
tt0027155	1	nm0252421	actor	\N
tt0027155	2	nm0738198	actress	\N
tt0027155	3	nm0092051	actor	\N
tt0027155	4	nm0259206	actor	\N
tt0027155	5	nm0596410	director	\N
tt0027155	6	nm0147800	writer	\N
